name,address,average_rating,number_of_reviews,place_in_rating,award_text,years_text,distance_from,photo1,photo2,photo3,photo4,curl,f1,f2,f3,start,end,coords
Рок Паб,"Россия, Санкт-Петербург, проспект Пятилеток, 8к1","4,0 ",9 отзывов,№ 284 из 410 – Американская – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8707932-Reviews-Rock_Pub-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 300 руб - 1 900 руб,"ТИП КУХНИ: Американская, Бар, Паб, Гастропаб",УСЛУГИ: Бронирование,,,"(30.459392, 59.921809)"
Ни В Одном Глазу,"Россия, Санкт-Петербург, переулок Ульяны Громовой, 4","5,0 ",1 отзыв,№ 150 из 174 – Средиземноморская – Санкт-Петербург,,,"0,4 км от: Невский проспект","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d17534710-Reviews-Ni_v_Odnom_Glazu-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Средиземноморская, Европейская, Гриль, Современная, Фьюжн, Скандинавская",ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,,16:00,02:00,"(30.361224, 59.934393)"
Gypsies & Jews,"Россия, Санкт-Петербург, Центральный район, улица Ломоносова, 14","5,0 ",1 отзыв,№ 506 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d17168829-Reviews-Gypsies_Jews-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб, Закусочная, Уличная еда",,,,,"(30.338479, 59.927874)"
Blackberry,"Россия, Санкт-Петербург, Гражданский проспект, 41к2","4,0 ",5 отзывов,№ 4 140 из 6 851 – Рестораны – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6117806-Reviews-Blackberry-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",,,,,"(30.398567, 60.012246)"
Bazin,"Россия, Санкт-Петербург, Центральный район, улица Некрасова, 22","5,0 ",1 отзыв,№ 509 из 677 – Бар – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15117326-Reviews-Bazin-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",,,,,"(30.356202, 59.938991)"
Формула Кино,"Россия, Санкт-Петербург, Приморский проспект, 72","4,5 ",2 отзыва,№ 521 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346500-Reviews-Formula_Kino-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин",,10:00,01:00,"(30.209894, 59.981708)"
BLOODY MARY Bar & Grill,"Россия, Санкт-Петербург, Мучной переулок, 9/27","5,0 ",179 отзывов,№ 2 из 410 – Американская – Санкт-Петербург,,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10437838-Reviews-BLOODY_MARY_Bar_Grill-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 400 руб - 800 руб,"ТИП КУХНИ: Американская, Стейк-хаус, Бар, Барбекю, Гриль","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов",14:00,02:00,"(30.323459, 59.929524)"
Dahongpao,"Россия, Санкт-Петербург, улица Маяковского, 40","5,0 ",1 отзыв,№ 108 из 188 – Китайская – Санкт-Петербург,,,"0,1 км от: Невский проспект","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15221890-Reviews-Dahongpao-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 500 руб - 1 500 руб,"ТИП КУХНИ: Китайская, Европейская",,,,"(30.354963, 59.940898)"
Бар СПБ,"Россия, Санкт-Петербург, Караванная улица, 24-26","3,5 ",7 отзывов,№ 520 из 677 – Бар – Санкт-Петербург,,,"0,5 км от: Аничков мост","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12250624-Reviews-Bar_SPB-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 350 руб - 1 700 руб,"ТИП КУХНИ: Бар, Пицца, Европейская, Паб",,,,"(30.341416, 59.934308)"
Ресто-паб ГУСТАВ,"Россия, Санкт-Петербург, улица Чапаева, 18","5,0 ",1 отзыв,№ 4 493 из 6 851 – Рестораны – Санкт-Петербург,,,"0,6 км от: Крейсер Аврора",,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d15768976-Reviews-Resto_Pub_Gustav-St_Petersburg_Northwestern_District.html,,,,,,"(30.32972, 59.96326)"
Севен,"Россия, Санкт-Петербург, Невский проспект, 136","4,5 ",2 отзыва,№ 522 из 677 – Бар – Санкт-Петербург,,,"0,4 км от: Госуда́рственный Эрмита́ж",,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8349537-Reviews-Seven-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,,,,"(30.368195, 59.930025)"
Korm,"Россия, Санкт-Петербург, Литейный проспект, 36","4,0 ",3 отзыва,№ 294 из 410 – Американская – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8820682-Reviews-Korm-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Американская, Бар, Европейская, Русская, Израильская",,,,,"(30.348764, 59.939424)"
Blackberry Lounge Bar,"Россия, Санкт-Петербург, Малодетскосельский проспект, 28","5,0 ",1 отзыв,№ 209 из 248 – Грузинская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d11893176-Reviews-Blackberry_Lounge_Bar-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 300 руб - 2 000 руб,ТИП КУХНИ: Грузинская,,,,"(30.322947, 59.912102)"
MadLabBar,"Россия, Санкт-Петербург, улица Достоевского, 19/21М","4,0 ",36 отзывов,№ 101 из 142 – Бары и клубы – Санкт-Петербург,,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12621676-Reviews-MadLabBar-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 230 руб - 490 руб,"ТИП КУХНИ: Американская, Азиатская, Бар, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Открыто допоздна, Напитки, Завтрак, Бранч",00:00,00:00,"(30.346555, 59.923311)"
Республика Кофе,"Россия, Санкт-Петербург, Лермонтовский проспект, 54","4,5 ",2 отзыва,№ 501 из 640 – Паб – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d3764588-Reviews-Republic_Of_Coffee-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Паб,ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,УСЛУГИ: Бронирование,,,"(30.298809, 59.910356)"
КроликБар,"Россия, Санкт-Петербург, Беговая улица, 3","4,0 ",3 отзыва,№ 536 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6119117-Reviews-Krolikbar-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",УСЛУГИ: Бронирование,,,,"(30.205546, 59.986133)"
Шашлычная,"Россия, Санкт-Петербург, улица Маршала Казакова, 7","5,0 ",1 отзыв,№ 553 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8153268-Reviews-Shashlychnaya-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Кафе, Европейская, Русская, Восточноевропейская",,,,,"(30.240796, 59.860062)"
Бар.РУ Дисконт,"Россия, Санкт-Петербург, Большая Московская улица, 8/2","5,0 ",1 отзыв,№ 528 из 668 – Итальянская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d10825159-Reviews-Bar_RU_Discount-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 300 руб - 1 000 руб,"ТИП КУХНИ: Итальянская, Японская, Европейская",,,,"(30.347983, 59.926472)"
Оазис,"Россия, Санкт-Петербург, Лиговский проспект, 110","5,0 ",1 отзыв,№ 554 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8348332-Reviews-Oasis-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Завтрак, Обед, Ужин",,00:00,23:59,"(30.353615, 59.918995)"
Дубай,"Россия, Санкт-Петербург, Садовая улица, 28-30к1","4,0 ",2 отзыва,№ 557 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6118788-Reviews-Dubai-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",,,,,"(30.327923, 59.930751)"
Cloudy Bay Lounge,"Россия, Санкт-Петербург, улица Кропоткина, 15","5,0 ",4 отзыва,№ 2 269 из 2 914 – Европейская – Санкт-Петербург,,,"1,0 км от: Петропавловский Собор","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d17326807-Reviews-Cloudy_Bay_Lounge-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 749 руб - 2 500 руб,ТИП КУХНИ: Европейская,"ВРЕМЯ ПРИЕМА ПИЩИ: Завтрак, Обед, Ужин, Бранч, Напитки",00:00,23:59,"(30.307684, 59.958827)"
Maximilian Hall,"Россия, Санкт-Петербург, Балканская площадь, 5Ю","3,0 ",38 отзывов,№ 26 из 28 – Паб с пивоварней – Санкт-Петербург,,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6182195-Reviews-Maximilian_Hall-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Паб с пивоварней, Бар, Паб",ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,"УСЛУГИ: Бронирование, Еда на вынос, Места для сидения",,,"(30.37919, 59.82741)"
Хоп Хоуп,"Россия, Санкт-Петербург, Владимирский проспект, 15","3,5 ",4 отзыва,№ 524 из 640 – Паб – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d7695380-Reviews-Hop_Hope-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Паб,,,,,"(30.347309, 59.929276)"
Шале,"Россия, Санкт-Петербург, улица Чапаева, 2","5,0 ",1 отзыв,№ 526 из 640 – Паб – Санкт-Петербург,,,"0,3 км от: Крейсер Аврора",,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d6120238-Reviews-Chalet-St_Petersburg_Northwestern_District.html,ТИП КУХНИ: Паб,,,,,"(30.33255, 59.958084)"
Eurasia,"Россия, Санкт-Петербург, проспект Стачек, 42","3,5 ",2 отзыва,№ 5 252 из 6 851 – Рестораны – Санкт-Петербург,,,"0,4 км от: Каза́нский кафедра́льный собо́р","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d17216162-Reviews-Eurasia-St_Petersburg_Northwestern_District.html,,,,,,"(30.268832, 59.886844)"
Easy bar,"Россия, Санкт-Петербург, Сестрорецк, Приморское шоссе","5,0 ",1 отзыв,№ 1 из 1 – Бар – Сестрорецк,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,,,https://www.tripadvisor.ru/Restaurant_Review-g2345793-d6117745-Reviews-Easy_Bar-Sestroretsk_Kurortny_District_St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",,,,,"(29.973853, 60.090836)"
Голос,"Россия, Санкт-Петербург, Бухарестская улица, 96","3,5 ",4 отзыва,№ 578 из 677 – Бар – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8346651-Reviews-Golos-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб",ВРЕМЯ ПРИЕМА ПИЩИ: Ужин,УСЛУГИ: Бронирование,,,"(30.393411, 59.859894)"
Зис,"Россия, Санкт-Петербург, улица Ленсовета, 36","4,0 ",1 отзыв,№ 582 из 677 – Бар – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8351649-Reviews-Zis-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин",,11:00,23:00,"(30.330978, 59.846924)"
Эпсилон,"Россия, Санкт-Петербург, Центральный район, улица Ломоносова, 11-13","4,0 ",8 отзывов,№ 583 из 677 – Бар – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6706441-Reviews-Epsilon-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 343 руб - 1 374 руб,"ТИП КУХНИ: Бар, Паб",ВРЕМЯ ПРИЕМА ПИЩИ: Открыто допоздна,,,"(30.340976, 59.926508)"
Аверс паб,"Россия, Санкт-Петербург, улица Восстания, 42А","5,0 ",1 отзыв,№ 4 821 из 6 851 – Рестораны – Санкт-Петербург,,,"0,3 км от: Невский проспект",,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d12211445-Reviews-Avers_Pub-St_Petersburg_Northwestern_District.html,"ВРЕМЯ ПРИЕМА ПИЩИ: Завтрак, Обед, Ужин",,,00:00,23:59,"(30.360505, 59.94326)"
Рис на Бис!,"Россия, Санкт-Петербург, Тобольская улица, 12","4,0 ",1 отзыв,№ 5 512 из 6 851 – Рестораны – Санкт-Петербург,,,,,,,,https://www.tripadvisor.ru/Restaurant_Review-g298507-d8349231-Reviews-Rice_Na_Bis-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бар, Паб","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин",,11:00,20:00,"(30.343653, 59.972938)"
Ресторан VSЁХОРОШО!,"Россия, Санкт-Петербург, Бухарестская улица, 31Бк2","4,5 ",431 отзыв,№ 7 из 668 – Итальянская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d11677913-Reviews-Vse_Khorosho_Restaurant_Club-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 230 руб - 450 руб,"ТИП КУХНИ: Итальянская, Японская, Русская, Европейская, Восточноевропейская","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов, Безглютеновые блюда",,,"(30.382811, 59.866152)"
"Гастробар ""KoraDuba""","Россия, Санкт-Петербург, переулок Гривцова, 20","4,5 ",150 отзывов,№ 9 из 668 – Итальянская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12086456-Reviews-Gastrobar_KoraDuba-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 200 руб - 500 руб,"ТИП КУХНИ: Бар, Итальянская, Пицца, Европейская, Паб",СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев,11:00,23:00,"(30.316326, 59.928293)"
Фарш и бочка,"Россия, Санкт-Петербург, улица Белинского, 11","4,5 ",319 отзывов,№ 9 из 410 – Американская – Санкт-Петербург,Сертификат качества,Победитель 2016 - 2019 года,"0,6 км от: Аничков мост","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7272180-Reviews-Farsh_Bochka-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 6 руб - 700 руб,"ТИП КУХНИ: Американская, Бар, Европейская, Паб, Центральноевропейская","ВРЕМЯ ПРИЕМА ПИЩИ: Завтрак, Бранч, Обед, Ужин, Напитки",00:00,21:00,"(30.347022, 59.938076)"
FULL HOUSE Restobar,"Россия, Санкт-Петербург, набережная канала Грибоедова, 27","5,0 ",195 отзывов,№ 10 из 410 – Американская – Санкт-Петербург,Сертификат качества,Победитель 2018 - 2019 года,"0,2 км от: Каза́нский кафедра́льный собо́р",,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d10459870-Reviews-FULL_HOUSE_Restobar-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 3 руб - 1 300 руб,"ТИП КУХНИ: Бар, Европейская, Американская, Паб, Гастропаб","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов, Безглютеновые блюда",00:00,02:00,"(30.324645, 59.932522)"
Ресторан VSЁХОРОШО!,"Россия, Санкт-Петербург, проспект Науки, 38","4,5 ",321 отзыв,№ 25 из 497 – Японская – Санкт-Петербург,,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d7220819-Reviews-VSEKHOROSHO_Club_Restaurant-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 500 руб - 800 руб,"ТИП КУХНИ: Японская, Европейская, Русская, Центральноевропейская","СПЕЦИАЛИЗИРОВАННОЕ МЕНЮ: Подходит для вегетарианцев, Для веганов, Безглютеновые блюда",00:00,02:00,"(30.421034, 60.007708)"
Al Capone Bar,"Россия, Санкт-Петербург, улица Жуковского, 7-9","4,5 ",104 отзыва,№ 58 из 668 – Итальянская – Санкт-Петербург,Сертификат качества,Победитель 2018 - 2019 года,"0,5 км от: Невский проспект","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d12144989-Reviews-Al_Capone_Bar-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 250 руб - 590 руб,"ТИП КУХНИ: Итальянская, Американская, Европейская","ВРЕМЯ ПРИЕМА ПИЩИ: Ужин, Обед, Открыто допоздна, Напитки",00:00,06:00,"(30.351531, 59.935773)"
КвакИнн,"Россия, Санкт-Петербург, Звенигородская улица, 2/44","4,5 ",160 отзывов,№ 3 из 51 – Бельгийская – Санкт-Петербург,Сертификат качества,Победитель 2016 - 2019 года,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6819507-Reviews-Kwakinn-St_Petersburg_Northwestern_District.html,"ТИП КУХНИ: Бельгийская, Бар, Морепродукты, Европейская, Паб, Центральноевропейская","ВРЕМЯ ПРИЕМА ПИЩИ: Обед, Ужин, Бранч, Напитки","УСЛУГИ: Бронирование, Места для сидения, Телевизор, Подают алкоголь, Бар, Бесплатный Wi-Fi, Принимаются кредитные карты, Обслуживание посетителей за столиками",,,"(30.336017, 59.92309)"
Чешская пивоварня Старгород,"Россия, Санкт-Петербург, Адмиралтейский район, Казанская улица, 7","4,5 ",371 отзыв,№ 2 из 28 – Паб с пивоварней – Санкт-Петербург,Сертификат качества,Победитель 2016 - 2018 года,"0,3 км от: Каза́нский кафедра́льный собо́р",,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6785357-Reviews-Stargorod_Czech_Brewery-St_Petersburg_Northwestern_District.html,,,,00:00,23:59,"(30.321042, 59.932378)"
Цветочки,"Россия, Санкт-Петербург, Центральный район, улица Некрасова, 17","4,5 ",105 отзывов,№ 374 из 6 851 – Рестораны – Санкт-Петербург,Сертификат качества,Победитель 2016 - 2017 года,,,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==","data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tripadvisor.ru/Restaurant_Review-g298507-d6684689-Reviews-Tsvetochki-St_Petersburg_Northwestern_District.html,ДИАПАЗОН ЦЕН: 340 руб - 500 руб,"ВРЕМЯ ПРИЕМА ПИЩИ: Открыто допоздна, Напитки","УСЛУГИ: Подают алкоголь, Бронирование, Бар, Принимаются карты American Express, Принимаются карты Mastercard, Принимаются карты Visa, Бесплатный Wi-Fi, Принимаются кредитные карты, Места для сидения, Обслуживание посетителей за столиками",15:00,03:00,"(30.357074, 59.938662)"
